Sr. No.,Name,Interview Date,Interview Status,Interview Start Time,Interview End Time,Student ID,Email,Program,Contact No.,WhatsApp No.,Alternate No.,Skype ID,
15,Rohan Gupta,2024-02-26,Completed,20:30:00,21:30:00,202001026,202001026@daiict.ac.in,B.Tech,9876543224,9876543224,7860978992,live:.cid.c27318a5b56
16,Pooja Singh,2024-02-26,Completed,20:30:00,21:30:00,202001027,202001027@daiict.ac.in,B.Tech,9876543225,9876543225,7860978993,live:.cid.c27318a5b57
17,Vikas Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001028,202001028@daiict.ac.in,B.Tech,9876543226,9876543226,7860978994,live:.cid.c27318a5b58
18,Kavita Verma,2024-02-26,Completed,20:30:00,21:30:00,202001029,202001029@daiict.ac.in,B.Tech,9876543227,9876543227,7860978995,live:.cid.c27318a5b59
19,Rakesh Singh,2024-02-26,Completed,20:30:00,21:30:00,202001030,202001030@daiict.ac.in,B.Tech,9876543228,9876543228,7860978996,live:.cid.c27318a5b60
20,Deepa Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001031,202001031@daiict.ac.in,M.Tech,9876543229,9876543229,7860978997,live:.cid.c27318a5b61
21,Pradeep Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001032,202001032@daiict.ac.in,B.Tech,9876543230,9876543230,7860978998,live:.cid.c27318a5b62
22,Arpita Gupta,2024-02-26,Completed,20:30:00,21:30:00,202001033,202001033@daiict.ac.in,M.Tech,9876543231,9876543231,7860978999,live:.cid.c27318a5b63
23,ABC XYZ,2024-02-26,Completed,20:30:00,21:30:00,202001034,202001034@daiict.ac.in,B.Tech,9876543232,9876543232,7860979000,live:.cid.c27318a5b64
24,XYZ ABC,2024-02-26,Completed,20:30:00,21:30:00,202001035,202001035@daiict.ac.in,M.Tech,9876543233,9876543233,7860979001,live:.cid.c27318a5b65
25,Rahul Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001036,202001036@daiict.ac.in,M.Tech,9876543234,9876543234,7860979002,live:.cid.c27318a5b66
26,Priya Patel,2024-02-26,Completed,20:30:00,21:30:00,202001037,202001037@daiict.ac.in,B.Tech,9876543235,9876543235,7860979003,live:.cid.c27318a5b67
27,Ravi Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001038,202001038@daiict.ac.in,M.Tech,9876543236,9876543236,7860979004,live:.cid.c27318a5b68
28,Komal Verma,2024-02-26,Completed,20:30:00,21:30:00,202001039,202001039@daiict.ac.in,M.Tech,9876543237,9876543237,7860979005,live:.cid.c27318a5b69
29,Rajesh Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001040,202001040@daiict.ac.in,B.Tech,9876543238,9876543238,7860979006,live:.cid.c27318a5b70
30,Anjali Tiwari,2024-02-26,Completed,20:30:00,21:30:00,202001041,202001041@daiict.ac.in,B.Tech,9876543239,9876543239,7860979007,live:.cid.c27318a5b71
31,Vikas Patel,2024-02-26,Completed,20:30:00,21:30:00,202001042,202001042@daiict.ac.in,M.Tech,9876543240,9876543240,7860979008,live:.cid.c27318a5b72
32,Anita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001043,202001043@daiict.ac.in,M.Tech,9876543241,9876543241,7860979009,live:.cid.c27318a5b73
33,Arjun Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001044,202001044@daiict.ac.in,B.Tech,9876543242,9876543242,7860979010,live:.cid.c27318a5b74
34,Pita Verma,2024-02-26,Completed,20:30:00,21:30:00,202001045,202001045@daiict.ac.in,M.Tech,9876543243,9876543243,7860979011,live:.cid.c27318a5b75
35,Sunil Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001046,202001046@daiict.ac.in,B.Tech,9876543244,9876543244,7860979012,live:.cid.c27318a5b76
36,Anita Gupta,2024-02-26,Completed,20:30:00,21:30:00,202001047,202001047@daiict.ac.in,B.Tech,9876543245,9876543245,7860979013,live:.cid.c27318a5b77
37,Rajesh Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001048,202001048@daiict.ac.in,M.Tech,9876543246,9876543246,7860979014,live:.cid.c27318a5b78
38,Komal Tiwari,2024-02-26,Completed,20:30:00,21:30:00,202001049,202001049@daiict.ac.in,M.Tech,9876543247,9876543247,7860979015,live:.cid.c27318a5b79
39,Rajesh Singh,2024-02-26,Completed,20:30:00,21:30:00,202001050,202001050@daiict.ac.in,B.Tech,9876543248,9876543248,7860979016,live:.cid.c27318a5b80
40,Anita Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001051,202001051@daiict.ac.in,B.Tech,9876543249,9876543249,7860979017,live:.cid.c27318a5b81
41,Vikas Singh,2024-02-26,Completed,20:30:00,21:30:00,202001052,202001052@daiict.ac.in,M.Tech,9876543250,9876543250,7860979018,live:.cid.c27318a5b82
42,Anita Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001053,202001053@daiict.ac.in,M.Tech,9876543251,9876543251,7860979019,live:.cid.c27318a5b83
43,Arjun Verma,2024-02-26,Completed,20:30:00,21:30:00,202001054,202001054@daiict.ac.in,B.Tech,9876543252,9876543252,7860979020,live:.cid.c27318a5b84
44,Pita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001055,202001055@daiict.ac.in,M.Tech,9876543253,9876543253,7860979021,live:.cid.c27318a5b85
45,Sunil Verma,2024-02-26,Completed,20:30:00,21:30:00,202001056,202001056@daiict.ac.in,B.Tech,9876543254,9876543254,7860979022,live:.cid.c27318a5b86
46,Anjali Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001057,202001057@daiict.ac.in,B.Tech,9876543255,9876543255,7860979023,live:.cid.c27318a5b87
47,Raj Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001058,202001058@daiict.ac.in,M.Tech,9876543256,9876543256,7860979024,live:.cid.c27318a5b88
48,Komal Verma,2024-02-26,Completed,20:30:00,21:30:00,202001059,202001059@daiict.ac.in,M.Tech,9876543257,9876543257,7860979025,live:.cid.c27318a5b89
49,Ravi Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001060,202001060@daiict.ac.in,B.Tech,9876543258,9876543258,7860979026,live:.cid.c27318a5b90
50,Priya Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001061,202001061@daiict.ac.in,B.Tech,9876543259,9876543259,7860979027,live:.cid.c27318a5b91
51,Vivek Verma,2024-02-26,Completed,20:30:00,21:30:00,202001062,202001062@daiict.ac.in,M.Tech,9876543260,9876543260,7860979028,live:.cid.c27318a5b92
52,Anjali Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001063,202001063@daiict.ac.in,M.Tech,9876543261,9876543261,7860979029,live:.cid.c27318a5b93
53,Sunil Kumar,2024-02-26,Completed,20:30:00,21:30:00,202001064,202001064@daiict.ac.in,B.Tech,9876543262,9876543262,7860979030,live:.cid.c27318a5b94
54,Anita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001065,202001065@daiict.ac.in,M.Tech,9876543263,9876543263,7860979031,live:.cid.c27318a5b95
55,Arjun Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001066,202001066@daiict.ac.in,B.Tech,9876543264,9876543264,7860979032,live:.cid.c27318a5b96
56,Pita Tiwari,2024-02-26,Completed,20:30:00,21:30:00,202001067,202001067@daiict.ac.in,M.Tech,9876543265,9876543265,7860979033,live:.cid.c27318a5b97
57,Rajesh Verma,2024-02-26,Completed,20:30:00,21:30:00,202001068,202001068@daiict.ac.in,M.Tech,9876543266,9876543266,7860979034,live:.cid.c27318a5b98
58,Komal Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001069,202001069@daiict.ac.in,B.Tech,9876543267,9876543267,7860979035,live:.cid.c27318a5b99
59,Ravi Singh,2024-02-26,Completed,20:30:00,21:30:00,202001070,202001070@daiict.ac.in,B.Tech,9876543268,9876543268,7860979036,live:.cid.c27318a5b100
60,Anjali Verma,2024-02-26,Completed,20:30:00,21:30:00,202001071,202001071@daiict.ac.in,M.Tech,9876543269,9876543269,7860979037,live:.cid.c27318a5b101
61,Arjun Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001072,202001072@daiict.ac.in,B.Tech,9876543270,9876543270,7860979038,live:.cid.c27318a5b102
62,Pita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001073,202001073@daiict.ac.in,M.Tech,9876543271,9876543271,7860979039,live:.cid.c27318a5b103
63,Rajesh Verma,2024-02-26,Completed,20:30:00,21:30:00,202001074,202001074@daiict.ac.in,M.Tech,9876543272,9876543272,7860979040,live:.cid.c27318a5b104
64,Komal Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001075,202001075@daiict.ac.in,B.Tech,9876543273,9876543273,7860979041,live:.cid.c27318a5b105
65,Ravi Singh,2024-02-26,Completed,20:30:00,21:30:00,202001076,202001076@daiict.ac.in,B.Tech,9876543274,9876543274,7860979042,live:.cid.c27318a5b106
66,Anjali Verma,2024-02-26,Completed,20:30:00,21:30:00,202001077,202001077@daiict.ac.in,M.Tech,9876543275,9876543275,7860979043,live:.cid.c27318a5b107
67,Arjun Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001078,202001078@daiict.ac.in,B.Tech,9876543276,9876543276,7860979044,live:.cid.c27318a5b108
68,Pita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001079,202001079@daiict.ac.in,M.Tech,9876543277,9876543277,7860979045,live:.cid.c27318a5b109
69,Rajesh Verma,2024-02-26,Completed,20:30:00,21:30:00,202001080,202001080@daiict.ac.in,M.Tech,9876543278,9876543278,7860979046,live:.cid.c27318a5b110
70,Komal Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001081,202001081@daiict.ac.in,B.Tech,9876543279,9876543279,7860979047,live:.cid.c27318a5b111
71,Ravi Singh,2024-02-26,Completed,20:30:00,21:30:00,202001082,202001082@daiict.ac.in,B.Tech,9876543280,9876543280,7860979048,live:.cid.c27318a5b112
72,Anjali Verma,2024-02-26,Completed,20:30:00,21:30:00,202001083,202001083@daiict.ac.in,M.Tech,9876543281,9876543281,7860979049,live:.cid.c27318a5b113
73,Arjun Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001084,202001084@daiict.ac.in,B.Tech,9876543282,9876543282,7860979050,live:.cid.c27318a5b114
74,Pita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001085,202001085@daiict.ac.in,M.Tech,9876543283,9876543283,7860979051,live:.cid.c27318a5b115
75,Rajesh Verma,2024-02-26,Completed,20:30:00,21:30:00,202001086,202001086@daiict.ac.in,M.Tech,9876543284,9876543284,7860979052,live:.cid.c27318a5b116
76,Komal Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001087,202001087@daiict.ac.in,B.Tech,9876543285,9876543285,7860979053,live:.cid.c27318a5b117
77,Ravi Singh,2024-02-26,Completed,20:30:00,21:30:00,202001088,202001088@daiict.ac.in,B.Tech,9876543286,9876543286,7860979054,live:.cid.c27318a5b118
78,Anjali Verma,2024-02-26,Completed,20:30:00,21:30:00,202001089,202001089@daiict.ac.in,M.Tech,9876543287,9876543287,7860979055,live:.cid.c27318a5b119
79,Arjun Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001090,202001090@daiict.ac.in,B.Tech,9876543288,9876543288,7860979056,live:.cid.c27318a5b120
80,Pita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001091,202001091@daiict.ac.in,M.Tech,9876543289,9876543289,7860979057,live:.cid.c27318a5b121
81,Rajesh Verma,2024-02-26,Completed,20:30:00,21:30:00,202001092,202001092@daiict.ac.in,M.Tech,9876543290,9876543290,7860979058,live:.cid.c27318a5b122
82,Komal Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001093,202001093@daiict.ac.in,B.Tech,9876543291,9876543291,7860979059,live:.cid.c27318a5b123
83,Ravi Singh,2024-02-26,Completed,20:30:00,21:30:00,202001094,202001094@daiict.ac.in,B.Tech,9876543292,9876543292,7860979060,live:.cid.c27318a5b124
84,Anjali Verma,2024-02-26,Completed,20:30:00,21:30:00,202001095,202001095@daiict.ac.in,M.Tech,9876543293,9876543293,7860979061,live:.cid.c27318a5b125
85,Arjun Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001096,202001096@daiict.ac.in,B.Tech,9876543294,9876543294,7860979062,live:.cid.c27318a5b126
86,Pita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001097,202001097@daiict.ac.in,M.Tech,9876543295,9876543295,7860979063,live:.cid.c27318a5b127
87,Rajesh Verma,2024-02-26,Completed,20:30:00,21:30:00,202001098,202001098@daiict.ac.in,M.Tech,9876543296,9876543296,7860979064,live:.cid.c27318a5b128
88,Komal Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001099,202001099@daiict.ac.in,B.Tech,9876543297,9876543297,7860979065,live:.cid.c27318a5b129
89,Ravi Singh,2024-02-26,Completed,20:30:00,21:30:00,202001100,202001100@daiict.ac.in,B.Tech,9876543298,9876543298,7860979066,live:.cid.c27318a5b130
90,Anjali Verma,2024-02-26,Completed,20:30:00,21:30:00,202001101,202001101@daiict.ac.in,M.Tech,9876543299,9876543299,7860979067,live:.cid.c27318a5b131
91,Arjun Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001102,202001102@daiict.ac.in,B.Tech,9876543300,9876543300,7860979068,live:.cid.c27318a5b132
92,Pita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001103,202001103@daiict.ac.in,M.Tech,9876543301,9876543301,7860979069,live:.cid.c27318a5b133
93,Rajesh Verma,2024-02-26,Completed,20:30:00,21:30:00,202001104,202001104@daiict.ac.in,M.Tech,9876543302,9876543302,7860979070,live:.cid.c27318a5b134
94,Komal Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001105,202001105@daiict.ac.in,B.Tech,9876543303,9876543303,7860979071,live:.cid.c27318a5b135
95,Ravi Singh,2024-02-26,Completed,20:30:00,21:30:00,202001106,202001106@daiict.ac.in,B.Tech,9876543304,9876543304,7860979072,live:.cid.c27318a5b136
96,Anjali Verma,2024-02-26,Completed,20:30:00,21:30:00,202001107,202001107@daiict.ac.in,M.Tech,9876543305,9876543305,7860979073,live:.cid.c27318a5b137
97,Arjun Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001108,202001108@daiict.ac.in,B.Tech,9876543306,9876543306,7860979074,live:.cid.c27318a5b138
98,Pita Singh,2024-02-26,Completed,20:30:00,21:30:00,202001109,202001109@daiict.ac.in,M.Tech,9876543307,9876543307,7860979075,live:.cid.c27318a5b139
99,Rajesh Verma,2024-02-26,Completed,20:30:00,21:30:00,202001110,202001110@daiict.ac.in,M.Tech,9876543308,9876543308,7860979076,live:.cid.c27318a5b140
100,Komal Sharma,2024-02-26,Completed,20:30:00,21:30:00,202001111,202001111@daiict.ac.in,B.Tech,9876543309,9876543309,7860979077,live:.cid.c27318a5b141
