Sr. No.,Name,Interview Date,Interview Status,Interview Start Time,Interview End Time,Student ID,Email,Program,Contact No.,WhatsApp No.,Alternate No.,Skype ID,
14,Vikas Sharma,2024-04-03,Completed,10:00:00,11:00:00,202001028,202001028@daiict.ac.in,B.Tech,9876543226,9876543226,7860978994,live:.cid.c27318a5b58
15,Kavita Verma,2024-04-03,Completed,10:30:00,11:30:00,202001029,202001029@daiict.ac.in,B.Tech,9876543227,9876543227,7860978995,live:.cid.c27318a5b59
16,Rakesh Singh,2024-04-03,Completed,11:00:00,12:00:00,202001030,202001030@daiict.ac.in,B.Tech,9876543228,9876543228,7860978996,live:.cid.c27318a5b60
17,Deepa Sharma,2024-04-03,Completed,11:30:00,12:30:00,202001031,202001031@daiict.ac.in,M.Tech,9876543229,9876543229,7860978997,live:.cid.c27318a5b61
18,Pradeep Kumar,2024-04-03,Completed,12:00:00,13:00:00,202001032,202001032@daiict.ac.in,B.Tech,9876543230,9876543230,7860978998,live:.cid.c27318a5b62
19,Arpita Gupta,2024-04-03,Completed,12:30:00,13:30:00,202001033,202001033@daiict.ac.in,M.Tech,9876543231,9876543231,7860978999,live:.cid.c27318a5b63
20,ABC XYZ,2024-04-03,Completed,13:00:00,14:00:00,202001034,202001034@daiict.ac.in,B.Tech,9876543232,9876543232,7860979000,live:.cid.c27318a5b64
21,XYZ ABC,2024-04-03,Completed,13:30:00,14:30:00,202001035,202001035@daiict.ac.in,M.Tech,9876543233,9876543233,7860979001,live:.cid.c27318a5b65
22,Priya Patel,2024-04-03,Completed,09:00:00,10:00:00,202001037,202001037@daiict.ac.in,B.Tech,9876543235,9876543235,7860979003,live:.cid.c27318a5b67
23,Ravi Kumar,2024-04-03,Completed,09:30:00,10:30:00,202001038,202001038@daiict.ac.in,M.Tech,9876543236,9876543236,7860979004,live:.cid.c27318a5b68
24,Komal Verma,2024-04-03,Completed,10:00:00,11:00:00,202001039,202001039@daiict.ac.in,M.Tech,9876543237,9876543237,7860979005,live:.cid.c27318a5b69
25,Rajesh Sharma,2024-04-03,Completed,10:30:00,11:30:00,202001040,202001040@daiict.ac.in,B.Tech,9876543238,9876543238,7860979006,live:.cid.c27318a5b70
26,Anjali Tiwari,2024-04-03,Completed,11:00:00,12:00:00,202001041,202001041@daiict.ac.in,B.Tech,9876543239,9876543239,7860979007,live:.cid.c27318a5b71
27,Vikas Patel,2024-04-03,Completed,11:30:00,12:30:00,202001042,202001042@daiict.ac.in,M.Tech,9876543240,9876543240,7860979008,live:.cid.c27318a5b72
28,Anita Singh,2024-04-03,Completed,12:00:00,13:00:00,202001043,202001043@daiict.ac.in,M.Tech,9876543241,9876543241,7860979009,live:.cid.c27318a5b73
29,Arjun Kumar,2024-04-03,Completed,12:30:00,13:30:00,202001044,202001044@daiict.ac.in,B.Tech,9876543242,9876543242,7860979010,live:.cid.c27318a5b74
30,Pita Verma,2024-04-03,Completed,13:00:00,14:00:00,202001045,202001045@daiict.ac.in,M.Tech,9876543243,9876543243,7860979011,live:.cid.c27318a5b75
31,Arjun Sharma,2024-04-03,Completed,14:00:00,15:00:00,202001102,202001102@daiict.ac.in,B.Tech,9876543300,9876543300,7860979068,live:.cid.c27318a5b132
32,Pita Singh,2024-04-03,Completed,14:30:00,15:30:00,202001103,202001103@daiict.ac.in,M.Tech,9876543301,9876543301,7860979069,live:.cid.c27318a5b133
33,Rajesh Verma,2024-04-03,Completed,15:00:00,16:00:00,202001104,202001104@daiict.ac.in,M.Tech,9876543302,9876543302,7860979070,live:.cid.c27318a5b134
34,Komal Sharma,2024-04-03,Completed,15:30:00,16:30:00,202001105,202001105@daiict.ac.in,B.Tech,9876543303,9876543303,7860979071,live:.cid.c27318a5b135
35,Ravi Singh,2024-04-03,Completed,16:00:00,17:00:00,202001106,202001106@daiict.ac.in,B.Tech,9876543304,9876543304,7860979072,live:.cid.c27318a5b136
36,Anjali Verma,2024-04-03,Completed,16:30:00,17:30:00,202001107,202001107@daiict.ac.in,M.Tech,9876543305,9876543305,7860979073,live:.cid.c27318a5b137
37,Arjun Sharma,2024-04-03,Completed,17:00:00,18:00:00,202001108,202001108@daiict.ac.in,B.Tech,9876543306,9876543306,7860979074,live:.cid.c27318a5b138
38,Pita Singh,2024-04-03,Completed,17:30:00,18:30:00,202001109,202001109@daiict.ac.in,M.Tech,9876543307,9876543307,7860979075,live:.cid.c27318a5b139
39,Rajesh Verma,2024-04-03,Completed,18:00:00,19:00:00,202001110,202001110@daiict.ac.in,M.Tech,9876543308,9876543308,7860979076,live:.cid.c27318a5b140
40,Komal Sharma,2024-04-03,Completed,18:30:00,19:30:00,202001111,202001111@daiict.ac.in,B.Tech,9876543309,9876543309,7860979077,live:.cid.c27318a5b141
